x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.738671,0.81577,0.0,0.696061,0.767935,-0.016024,0.676229,0.698178,-0.025494,0.680032,0.641593,-0.034755,0.703739,0.615824,-0.043725,0.72971,0.620153,-0.012155,0.742198,0.541788,-0.029684,0.752752,0.494734,-0.04481,0.764369,0.455384,-0.055603,0.760382,0.622799,-0.016365,0.777012,0.536452,-0.030386,0.78772,0.481879,-0.043059,0.797292,0.434582,-0.052264,0.787552,0.639606,-0.023481,0.806158,0.558633,-0.036693,0.817919,0.508282,-0.046158,0.826854,0.464552,-0.052911,0.811962,0.668942,-0.03255,0.830131,0.610566,-0.044117,0.838857,0.569604,-0.049297,0.845512,0.530394,-0.052828,B
0.765683,0.826705,0.0,0.723885,0.781646,-0.021057,0.704311,0.712735,-0.033426,0.708146,0.652384,-0.044748,0.737256,0.629912,-0.055391,0.760538,0.633341,-0.014719,0.776118,0.556439,-0.033466,0.788267,0.510776,-0.049446,0.801828,0.473243,-0.060948,0.791181,0.637759,-0.016984,0.810134,0.552923,-0.032317,0.823386,0.500405,-0.045261,0.835223,0.454365,-0.054555,0.817218,0.656325,-0.022769,0.838182,0.577038,-0.037552,0.85217,0.52928,-0.047037,0.862657,0.486779,-0.053505,0.840325,0.687733,-0.030925,0.860132,0.631532,-0.043554,0.870346,0.594374,-0.049046,0.878057,0.55804,-0.052664,B
0.757572,0.826469,0.0,0.715743,0.77823,-0.017818,0.696307,0.708683,-0.028874,0.699475,0.650374,-0.039628,0.727598,0.625925,-0.050005,0.752483,0.628754,-0.011587,0.766653,0.550904,-0.029897,0.777542,0.504329,-0.045946,0.789639,0.465455,-0.057561,0.782284,0.633118,-0.015316,0.800592,0.548237,-0.029861,0.812847,0.495542,-0.043001,0.823518,0.449115,-0.052737,0.807981,0.651236,-0.022387,0.827555,0.571969,-0.035834,0.840636,0.522993,-0.045363,0.850437,0.479911,-0.052369,0.831002,0.681713,-0.031684,0.850358,0.625116,-0.043064,0.860384,0.586087,-0.048455,0.867956,0.548305,-0.052412,B
0.733986,0.807113,0.0,0.689946,0.761722,-0.017628,0.66753,0.693227,-0.02814,0.669375,0.634857,-0.038241,0.695728,0.609704,-0.048039,0.720059,0.609924,-0.011926,0.730426,0.533311,-0.029618,0.738274,0.486482,-0.045597,0.747201,0.446064,-0.057374,0.750528,0.61211,-0.015759,0.764506,0.526968,-0.029997,0.773213,0.472681,-0.043538,0.780355,0.424428,-0.053679,0.777397,0.628374,-0.02275,0.793529,0.548465,-0.0365,0.804134,0.497485,-0.046981,0.811302,0.452807,-0.054548,0.801848,0.657125,-0.031823,0.819126,0.597566,-0.043665,0.827916,0.557116,-0.049447,0.834289,0.518359,-0.053635,B
0.69594,0.786067,0.0,0.6486,0.747722,-0.017047,0.620646,0.681505,-0.026672,0.618128,0.622548,-0.035875,0.641914,0.591435,-0.044552,0.667717,0.591682,-0.010972,0.672063,0.512426,-0.027438,0.676599,0.465017,-0.042182,0.683076,0.424192,-0.05308,0.698016,0.589304,-0.014559,0.704509,0.502169,-0.027349,0.708795,0.447444,-0.03948,0.71274,0.399128,-0.048627,0.726278,0.601631,-0.021294,0.735319,0.519336,-0.033376,0.741281,0.468157,-0.042282,0.745463,0.422446,-0.049037,0.75331,0.626424,-0.030184,0.763995,0.565138,-0.040848,0.76842,0.524048,-0.045674,0.771766,0.483797,-0.049237,B
0.659507,0.782072,0.0,0.609926,0.748739,-0.016422,0.579211,0.687131,-0.026098,0.573831,0.628771,-0.035512,0.596173,0.595193,-0.044681,0.620898,0.591328,-0.011042,0.621447,0.512855,-0.028118,0.622612,0.464571,-0.043553,0.62599,0.422719,-0.055077,0.651304,0.586013,-0.015274,0.652973,0.498469,-0.028904,0.653545,0.442776,-0.041998,0.653885,0.393404,-0.051988,0.680189,0.595791,-0.022562,0.685473,0.513306,-0.03563,0.688784,0.460516,-0.045706,0.690278,0.413295,-0.053366,0.708149,0.618339,-0.031872,0.716839,0.556037,-0.0437,0.720016,0.513863,-0.04962,0.721816,0.472218,-0.05404,B
0.639104,0.787839,0.0,0.589094,0.759286,-0.018621,0.557062,0.700702,-0.029515,0.550464,0.642943,-0.039741,0.570678,0.60655,-0.049448,0.5953,0.602411,-0.01291,0.592988,0.523885,-0.030262,0.592399,0.475619,-0.045587,0.594223,0.433157,-0.057016,0.625301,0.594723,-0.016397,0.623249,0.5077,-0.030713,0.621702,0.452003,-0.043914,0.620643,0.40232,-0.053791,0.654208,0.602062,-0.023089,0.6566,0.51895,-0.03706,0.658187,0.465984,-0.047001,0.658233,0.418084,-0.054271,0.682814,0.622224,-0.031953,0.689056,0.559018,-0.044353,0.691112,0.517312,-0.050025,0.691455,0.476126,-0.054039,B
0.619284,0.794844,0.0,0.569029,0.768258,-0.019265,0.536424,0.711213,-0.030497,0.528548,0.654399,-0.041088,0.546658,0.616418,-0.051274,0.571332,0.610372,-0.013297,0.566687,0.530905,-0.030698,0.564473,0.482622,-0.046177,0.56456,0.439802,-0.057963,0.600966,0.60131,-0.016847,0.596149,0.512941,-0.031729,0.592578,0.456999,-0.046195,0.589583,0.406273,-0.057216,0.629754,0.608046,-0.023592,0.62898,0.523898,-0.038199,0.629127,0.47105,-0.049435,0.628078,0.423559,-0.057801,0.658862,0.62797,-0.032498,0.662553,0.56488,-0.045495,0.662767,0.522316,-0.052265,0.661665,0.480409,-0.057338,B
0.604407,0.793591,0.0,0.555291,0.769943,-0.019718,0.522176,0.715399,-0.031437,0.511251,0.661496,-0.042436,0.526622,0.620956,-0.053142,0.555555,0.613672,-0.014765,0.549002,0.535104,-0.033024,0.545288,0.487208,-0.048801,0.544156,0.444951,-0.060701,0.584868,0.603732,-0.018286,0.578044,0.516571,-0.034304,0.573229,0.461124,-0.049346,0.569078,0.410656,-0.060639,0.613661,0.609621,-0.025027,0.610999,0.526482,-0.040776,0.609605,0.473753,-0.05264,0.607115,0.426098,-0.061256,0.642911,0.628647,-0.033881,0.644953,0.565646,-0.048135,0.643903,0.522596,-0.055741,0.641725,0.479908,-0.061227,B
0.587693,0.798116,0.0,0.536413,0.776495,-0.019147,0.502287,0.722601,-0.03011,0.491703,0.668463,-0.04034,0.502137,0.625107,-0.050458,0.533337,0.622348,-0.014869,0.525106,0.543336,-0.032381,0.520551,0.495334,-0.047405,0.518482,0.452497,-0.058694,0.562658,0.610538,-0.018515,0.553935,0.522318,-0.033752,0.547605,0.466382,-0.048518,0.542436,0.415606,-0.059738,0.591682,0.6151,-0.025184,0.587388,0.531114,-0.040379,0.584315,0.478248,-0.052206,0.580618,0.430165,-0.060936,0.621415,0.632471,-0.033817,0.622061,0.569281,-0.047572,0.620391,0.52639,-0.054684,0.617875,0.48396,-0.059887,B
0.563073,0.810704,0.0,0.511063,0.790413,-0.014308,0.476152,0.735664,-0.021648,0.467408,0.682599,-0.029046,0.478322,0.643734,-0.036705,0.504102,0.633884,-0.01043,0.493667,0.555289,-0.025625,0.487491,0.507552,-0.039214,0.483313,0.465411,-0.049779,0.532599,0.621451,-0.015915,0.52153,0.533259,-0.029672,0.513416,0.476993,-0.044029,0.506501,0.426507,-0.055059,0.561617,0.625022,-0.023951,0.55513,0.540659,-0.038064,0.550909,0.487746,-0.050356,0.546151,0.440491,-0.059543,0.591618,0.641403,-0.033532,0.590597,0.577742,-0.046778,0.587361,0.534503,-0.054307,0.58333,0.492254,-0.059955,B
0.541381,0.823339,0.0,0.489281,0.805056,-0.014214,0.453702,0.752463,-0.021975,0.443048,0.701983,-0.029905,0.452163,0.661615,-0.038055,0.478778,0.649885,-0.010599,0.466172,0.572416,-0.026383,0.459081,0.525457,-0.040296,0.454513,0.48384,-0.050897,0.506134,0.635891,-0.016121,0.492626,0.547908,-0.030153,0.483125,0.492077,-0.044491,0.475362,0.4423,-0.055455,0.534697,0.637883,-0.024232,0.525915,0.553743,-0.03832,0.520203,0.501581,-0.050491,0.51415,0.45533,-0.059539,0.564914,0.652696,-0.033915,0.562358,0.588806,-0.046818,0.557736,0.546205,-0.054166,0.552138,0.505156,-0.059674,B
0.533666,0.826948,0.0,0.481189,0.810513,-0.014246,0.446148,0.758051,-0.022041,0.43573,0.706204,-0.030082,0.444032,0.665792,-0.038287,0.469632,0.652885,-0.009289,0.456912,0.575831,-0.024454,0.448668,0.529399,-0.038186,0.442683,0.488081,-0.048842,0.49638,0.638968,-0.015015,0.482036,0.551789,-0.028719,0.471371,0.496127,-0.043135,0.462491,0.446833,-0.05417,0.52443,0.641287,-0.023396,0.515292,0.556496,-0.037438,0.50923,0.503903,-0.049696,0.502871,0.457305,-0.058848,0.554198,0.656301,-0.033399,0.551416,0.592297,-0.046464,0.547171,0.54954,-0.053943,0.542248,0.508148,-0.059526,B
0.584874,0.826161,0.0,0.535829,0.797608,-0.016626,0.507309,0.740469,-0.026515,0.501356,0.687161,-0.036287,0.512235,0.64747,-0.046118,0.540278,0.641571,-0.011547,0.536521,0.563556,-0.028463,0.534141,0.516353,-0.043535,0.533529,0.474204,-0.054937,0.569963,0.632958,-0.016582,0.565871,0.545754,-0.031273,0.561931,0.490993,-0.046074,0.558229,0.441501,-0.057283,0.5988,0.640382,-0.024506,0.598804,0.556176,-0.039195,0.598361,0.503688,-0.050596,0.596285,0.456279,-0.059076,0.627707,0.661081,-0.034275,0.631904,0.598063,-0.047495,0.632515,0.554977,-0.053952,0.631648,0.512768,-0.058673,B
0.6227,0.820957,0.0,0.574827,0.792974,-0.017608,0.544737,0.735304,-0.028787,0.537317,0.680389,-0.039715,0.555474,0.644539,-0.050426,0.583171,0.636851,-0.013152,0.582333,0.55894,-0.030782,0.582414,0.511595,-0.046244,0.584497,0.469741,-0.057992,0.612517,0.630245,-0.017865,0.6119,0.542998,-0.03325,0.610964,0.487802,-0.047518,0.610102,0.438385,-0.05826,0.640967,0.639391,-0.025614,0.644558,0.55459,-0.040794,0.647038,0.502025,-0.051931,0.647785,0.454452,-0.060128,0.6695,0.661917,-0.035321,0.67676,0.59944,-0.049175,0.679176,0.557191,-0.056196,0.67986,0.515379,-0.061267,B
0.642783,0.826668,0.0,0.593902,0.795245,-0.015567,0.565497,0.735414,-0.025248,0.559266,0.680746,-0.034979,0.578059,0.647716,-0.044703,0.606471,0.639286,-0.010815,0.607657,0.561172,-0.027963,0.609664,0.513736,-0.04332,0.613496,0.472004,-0.05486,0.636674,0.634383,-0.015915,0.638631,0.546603,-0.030266,0.639605,0.491439,-0.044085,0.640146,0.4422,-0.054567,0.665399,0.644856,-0.023912,0.671123,0.560819,-0.037992,0.675076,0.508405,-0.048786,0.676794,0.461461,-0.056842,0.693549,0.668464,-0.033735,0.703162,0.605778,-0.046666,0.706843,0.564072,-0.053197,0.708451,0.523141,-0.057968,B
0.679956,0.824111,0.0,0.634733,0.791202,-0.017257,0.609842,0.728863,-0.027118,0.607955,0.672186,-0.036629,0.62887,0.649785,-0.046033,0.652285,0.636551,-0.010861,0.655748,0.560821,-0.026764,0.658816,0.514712,-0.041536,0.663694,0.474992,-0.052919,0.681986,0.633537,-0.0147,0.686758,0.548964,-0.028082,0.689458,0.495549,-0.041427,0.691719,0.448512,-0.051607,0.709327,0.645355,-0.02154,0.718014,0.564505,-0.034612,0.723419,0.51446,-0.045261,0.726541,0.47075,-0.053216,0.735579,0.670041,-0.030441,0.746906,0.609957,-0.042088,0.751519,0.569347,-0.048445,0.754265,0.530173,-0.053261,B
0.682904,0.820098,0.0,0.637811,0.785288,-0.016944,0.612843,0.722861,-0.027038,0.610549,0.667286,-0.036901,0.632545,0.639926,-0.046603,0.656153,0.632259,-0.010837,0.660116,0.556265,-0.027214,0.663659,0.510077,-0.042234,0.668889,0.470203,-0.05369,0.686063,0.629832,-0.015042,0.692125,0.545131,-0.028734,0.695814,0.491919,-0.042352,0.698742,0.4448,-0.052778,0.713716,0.64214,-0.022282,0.723652,0.561195,-0.035594,0.730211,0.51085,-0.046376,0.734141,0.466196,-0.054532,0.740266,0.667448,-0.03153,0.752979,0.607604,-0.043434,0.75837,0.567059,-0.049875,0.761495,0.527685,-0.054787,B
0.676595,0.821081,0.0,0.631044,0.787729,-0.017693,0.60402,0.724631,-0.027604,0.601342,0.667871,-0.036892,0.622635,0.637188,-0.045936,0.646944,0.635915,-0.013359,0.650634,0.558619,-0.029726,0.653656,0.511988,-0.044023,0.658266,0.471602,-0.054933,0.677085,0.632354,-0.017014,0.682314,0.546253,-0.030761,0.685306,0.492359,-0.043689,0.687913,0.444576,-0.053559,0.704969,0.644117,-0.023641,0.713219,0.562384,-0.037165,0.718726,0.511945,-0.04753,0.722309,0.466909,-0.055356,0.731878,0.668478,-0.032246,0.742037,0.60851,-0.044656,0.746181,0.56753,-0.051185,0.748977,0.527415,-0.056103,B
0.648933,0.814097,0.0,0.602652,0.784132,-0.018686,0.57464,0.724065,-0.029629,0.570114,0.666807,-0.040001,0.592247,0.635954,-0.05013,0.61658,0.631333,-0.01395,0.616809,0.554065,-0.031491,0.617829,0.506645,-0.04677,0.621436,0.465546,-0.058332,0.646201,0.626256,-0.017506,0.647721,0.54066,-0.032261,0.64897,0.486306,-0.045861,0.65047,0.437898,-0.056129,0.673934,0.636838,-0.024168,0.679834,0.555169,-0.03865,0.684495,0.504964,-0.049266,0.68737,0.459762,-0.057087,0.700871,0.660539,-0.032956,0.710116,0.600641,-0.046076,0.713786,0.559819,-0.052934,0.715951,0.519464,-0.057964,B
